Table 1
State/Territory/Agency,District,School,City,Source Date,Source,Additional Info,Confirmed - Students,Confirmed - Staff,Confirmed - Undefined,Quarantined (Yes/No),Quarantine - Students,Quarantine - Staff,Quarantined - Undefined,Possible - Students,Possible - Staff,Possible - Undefined,Deaths - Students,Deaths - Staff
TEXAS,GARLAND ISD,STEADHAM EL,ROWLETT,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,,1,,,,,,,,,,
TEXAS,Garland ISD,"Technology Center, Padgett Auxiliary Services Center",GARLAND,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,,2,,,,,,,,,,
TEXAS,GARLAND ISD,WALNUT GLEN ACAD FOR EXCEL,GARLAND,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,,1,,,,,,,,,,
TEXAS,GARLAND ISD,WATSON TECHNOLOGY CENTER,GARLAND,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GARLAND ISD,WEAVER EL,GARLAND,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GARLAND ISD,WEBB MIDDLE,GARLAND,09/10/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,Dashboard cases current as of 9/10/20.,3,2,,,,,,,,,,
TEXAS,GARLAND ISD,,GARLAND,08/31/20,https://www.garlandisd.net/content/covid-19-cases-campus-location,"District dashboard. Tracking of positive COVID cases began on August 3, 2020.",,,,,,,,,,,,
TEXAS,GEORGETOWN ISD,,GEORGETOWN,08/10/20,https://www.kvue.com/article/news/investigations/defenders/covid19-schools-central-texas-school-districts-defenders/269-bd6d983d-ec71-406e-bf8c-4288ef7f82ff,7 staff members tested positive for COIVID; 14 staff members are in quarantine. As of 8/10/20,,7,,Yes,,14,,,,,,
TEXAS,GILMER ISD,GILMER H S,GILMER,08/04/20,https://www.news-journal.com/news/local/gilmer-isd-temporarily-cancels-band-practice-after-student-tests-positive-for-covid-19/article_fc8b0028-d65f-11ea-8c33-fb8b6ea92d77.html?fbclid=IwAR0eLaw7BChQ8NRRcfg0R67n1PJ-T9Yhy_ATa8HRRB_tK6yev3vbtUz2HSQ#utm_campaign=blox&utm_source=facebook&utm_medium=social,1 student in the band tested positive for COVID-19. Band practice was cancelled for 2 days,1,,,,,,,,,,,
TEXAS,GLADEWATER ISD,GLADEWATER H S,GLADEWATER,08/21/20,https://www.news-journal.com/news/coronavirus/gladewater-high-student-staff-member-at-truman-w-smith-test-positive-for-covid-19/article_8675addc-e3c2-11ea-a560-5313c45890dc.html,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,GLADEWATER ISD,Truman W. Smith Childhood Center,GLADEWATER,08/21/20,https://www.news-journal.com/news/coronavirus/gladewater-high-student-staff-member-at-truman-w-smith-test-positive-for-covid-19/article_8675addc-e3c2-11ea-a560-5313c45890dc.html,1 staff member tested positive or COVID.,,1,,,,,,,,,,
TEXAS,GLEN ROSE ISD,GLEN ROSE INT,GLEN ROSE,08/26/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,1 employee tested positive for COVID,,1,,,,,,,,,,
TEXAS,GRANBURY ISD,GRANBURY H S,GRANBURY,08/14/20,https://www.wfaa.com/article/news/health/coronavirus/4-on-campus-staff-members-in-north-texas-school-districts-test-positive-for-covid-19/287-7c4be446-e56e-4c2d-8e25-cfc9253cd6ba,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,GRANBURY ISD,GRANBURY MIDDLE,GRANBURY,08/14/20,https://www.wfaa.com/article/news/health/coronavirus/4-on-campus-staff-members-in-north-texas-school-districts-test-positive-for-covid-19/287-7c4be446-e56e-4c2d-8e25-cfc9253cd6ba,1 staff member tested positive or COVID.,,1,,,,,,,,,,
TEXAS,GRAND SALINE ISD,GRAND SALINE EL,GRAND SALINE,08/10/20,https://www.easttexasmatters.com/health/coronavirus/grand-saline-isd-employee-tests-positive-for-covid-19-was-at-elementary-school-on-friday/,1 employee tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,BEAR CREEK EL,EULESS,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,BRANSFORD EL,COLLEYVILLE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,Centrally-Deployed,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,5,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,COLLEYVILLE EL,COLLEYVILLE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,COLLEYVILLE HERITAGE H S,COLLEYVILLE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,COLLEYVILLE MIDDLE,COLLEYVILLE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,2,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,CROSS TIMBERS MIDDLE,GRAVEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,2,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,DOVE EL,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,1,,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,GRAPEVINE EL,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,4,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,GRAPEVINE H S,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,3,1,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,GRAPEVINE MIDDLE,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,3,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE,HURST,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,1,,,,,,,,,,
TEXAS,GRAPEVINE-COLLEYVILLE ISD,TIMBERLINE EL,GRAPEVINE,09/10/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,Dashboard cases current as of 9/10/20.,,2,,,,,,,,,,
TEXAS,HALLSVILLE ISD,HALLSVILLE J H,HALLSVILLE,08/19/20,https://www.news-journal.com/news/coronavirus/covid-19-cases-continue-to-disrupt-recently-returned-area-school-districts/article_bd8186fa-e270-11ea-bf1f-230271fdc753.html,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,HALLSVILLE ISD,HALLSVILLE J H,HALLSVILLE,08/27/20,https://www.gcisd.net/departments/health_services/coronavirus_covid-19/gcisd_covid-19_cases,"District dashboard. The dsahboard shows information for the previous 30 days. As we move through the school year, links to archived information will be located at the bottom of the dashbaord page.",,,,,,,,,,,,
TEXAS,HARDIN-JEFFERSON ISD,HARDIN-JEFFERSON H S,SOUR LAKE,08/14/20,https://m.facebook.com/HJHSHawks/photos/a.260915561426558/727932398058203/?type=3&source=57,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HARDIN-JEFFERSON ISD,HARDIN-JEFFERSON H S,SOUR LAKE,08/21/20,https://www.beaumontenterprise.com/news/article/Hardin-Jefferson-ISD-reports-13-coronavirus-cases-15506336.php,10 students tested positive for COVID.,10,,,,,,,,,,,
TEXAS,HARDIN-JEFFERSON ISD,HENDERSON MIDDLE,SOUR LAKE,08/13/20,https://m.facebook.com/story.php?story_fbid=3253529294706682&id=553719334687705,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HARDIN-JEFFERSON ISD,,SOUR LAKE,08/21/20,"https://www.facebook.com/hardinjeffersonisd/photos/a.397418742169/10158448565247170/?type=3&theater
https://www.beaumontenterprise.com/news/article/Hardin-Jefferson-ISD-reports-13-coronavirus-cases-15506336.php","13 cases among students, most at the high school (noted seperately). 3 staff cases of COVID.",3,3,,,,,,,,,,
TEXAS,HARLETON ISD,HARLETON EL,HARLETON,08/11/20,https://www.cbs19.tv/article/news/health/coronavirus/harleton-elementary-school-student-tests-positive-for-covid-19/501-0aaab934-afd9-4e59-9c1b-21bbdca4075b,1 student tested positive for COVID-19. Incubation period for those that came in contact with the student ends on 8/23.,1,,,,,,,,,,,
TEXAS,HAYS CISD,,KYLE,08/10/20,https://www.kvue.com/article/news/investigations/defenders/covid19-schools-central-texas-school-districts-defenders/269-bd6d983d-ec71-406e-bf8c-4288ef7f82ff,10 of the employees who tested positive are custodians. As of 8/10/20,,31,,Yes,,25,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/06/20,"https://www.kltv.com/2020/08/06/henderson-isd-high-school-student-athlete-tests-positive-covid-after-attending-practice/, https://www.news-journal.com/news/coronavirus/two-henderson-isd-students-one-staff-member-test-positive-for-covid-19/article_847976fa-dcd1-11ea-8258-d77d44643a60.html",1 student athelete tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/12/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 staff member and 2 students tested positvie for COVID-19,2,2,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/17/20,"https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/
https://www.news-journal.com/news/coronavirus/two-more-henderson-isd-students-test-positive-for-covid-19/article_78e95f92-e0a7-11ea-a58c-67e953b986d1.html
https://www.easttexasmatters.com/health/coronavirus/two-additional-henderson-isd-students-test-positive-for-covid-19/",2 students tested positive for COVID,2,2,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/17/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/20/20,"https://www.easttexasmatters.com/health/coronavirus/four-more-henderson-isd-high-schoolers-test-positive-for-covid-19-13-across-district/
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",4 strudents tested positive for COVID,4,,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/24/20,"https://www.cbs19.tv/amp/article/news/local/henderson-isd-reports-4-more-students-tests-positive-for-covid-19/501-4b9c9192-3429-4745-a518-ce1378c265c9?__twitter_impression=true
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",3 students test positive for COVID,3,,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON H S,HENDERSON,08/31/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,3 students and 1 staff member test positive for COVID,3,1,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON MIDDLE,HENDERSON,08/12/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON MIDDLE,HENDERSON,08/22/20,https://www.news-journal.com/news/coronavirus/henderson-isd-staff-member-at-middle-school-positive-for-covid-19/article_6965aa40-e4ac-11ea-8dea-07a1e6c98c99.html,1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON MIDDLE,HENDERSON,08/22/20,"https://www.cbs19.tv/amp/article/news/health/coronavirus/henderson-isd-staff-member-at-middle-school-positive-for-covid-19/501-3cda1b96-6531-4925-b464-8e7f6e1b84fc?
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 staff member tested positive for COVID. The employee does not work in a classroom setting and is not routinely in contact with students..,,1,,,,,,,,,,
TEXAS,HENDERSON ISD,HENDERSON MIDDLE,HENDERSON,08/24/20,https://www.cbs19.tv/amp/article/news/local/henderson-isd-reports-4-more-students-tests-positive-for-covid-19/501-4b9c9192-3429-4745-a518-ce1378c265c9?__twitter_impression=true,1 student tests positive for COVID,1,,,,,,,,,,,
TEXAS,HENDERSON ISD,,HENDERSON,08/17/20,"https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/
https://www.news-journal.com/news/coronavirus/two-more-henderson-isd-students-test-positive-for-covid-19/article_78e95f92-e0a7-11ea-a58c-67e953b986d1.html
https://www.easttexasmatters.com/health/coronavirus/two-additional-henderson-isd-students-test-positive-for-covid-19/",1 elementary school student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,HENDERSON ISD,,HENDERSON,08/19/20,https://www.kltv.com/2020/08/19/henderson-isd-positive-covid-cases-total-reaches/,Total of 10 confirmed cases since school started.,9,1,,,,,,,,,,
TEXAS,HOUSTON ISD,BURNET EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,CHAVEZ H S,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,HEIGHTS H S,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,HILLIARD EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,NAVARRO MIDDLE,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,OSBORNE EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,PATTERSON EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,RUCKER EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,STERLING H S,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,STEVENS EL,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HOUSTON ISD,WESTBURY H S,HOUSTON,09/19/20,https://www.houstonchronicle.com/news/education/article/Houston-ISD-releases-12-locations-with-presumed-15580515.php,"The Houston Independent School District released 12 locations with presumed positive COVID-19 cases from the past week. Most of the schools and facilities remain open for in-person instruction and other functions, according to a news release.",,,,,,,,,,Unknown,,
TEXAS,HUDSON ISD,HUDSON H S,LUFKIN,08/20/20,https://lufkindailynews.com/coronavirus/article_0bba95aa-e307-11ea-9ac4-2f1ee9c5289f.html,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,HUMBLE ISD,ATASCOCITA H S,HUMBLE,08/14/20,https://www.chron.com/neighborhood/humble/schools/article/13-athletes-test-positive-for-coronavirus-across-15485717.php,4 students tested positive for COVID-19 after summer workouts (Between June 18 and August 13.),4,,,,,,,,,,,
TEXAS,HUMBLE ISD,ATASCOCITA MIDDLE,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125030,1 student and 1 staff member tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,1,1,,,,,,,,,,
TEXAS,HUMBLE ISD,CREEKWOOD MIDDLE,KINGWOOD,09/11/20,https://www.humbleisd.net/Page/125030,1 staff member tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,,1,,,,,,,,,,
TEXAS,HUMBLE ISD,HUMBLE H S,HUMBLE,08/14/20,https://www.chron.com/neighborhood/humble/schools/article/13-athletes-test-positive-for-coronavirus-across-15485717.php,1 student tested positive for COVID-19 after summer workouts (Between June 18 and August 13.),1,,,,,,,,,,,
TEXAS,HUMBLE ISD,HUMBLE H S,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125027,1 staff member tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,,1,,,,,,,,,,
TEXAS,HUMBLE ISD,HUMBLE MIDDLE,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125030,1 student tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,1,,,,,,,,,,,
TEXAS,HUMBLE ISD,JACK M FIELDS SR EL,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125029,Dashboard cases current as of 9/11/20.,1,,,,,,,,,,,
TEXAS,HUMBLE ISD,KINGWOOD H S,KINGWOOD,08/14/20,https://www.chron.com/neighborhood/humble/schools/article/13-athletes-test-positive-for-coronavirus-across-15485717.php,4 students tested positive for COVID-19 after summer workouts,4,,,,,,,,,,,
TEXAS,HUMBLE ISD,KINGWOOD H S,KINGWOOD,09/11/20,https://www.humbleisd.net/Page/125027,4 students tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,4,,,,,,,,,,,
TEXAS,HUMBLE ISD,KINGWOOD MIDDLE,KINGWOOD,09/11/20,https://www.humbleisd.net/Page/125030,2 students tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,2,,,,,,,,,,,
TEXAS,HUMBLE ISD,KINGWOOD PARK H S,KINGWOOD,08/14/20,https://www.chron.com/neighborhood/humble/schools/article/13-athletes-test-positive-for-coronavirus-across-15485717.php,3 students tested positive for COVID-19 after summer workouts (Between June 18 and August 13.),3,,,,,,,,,,,
TEXAS,HUMBLE ISD,KINGWOOD PARK H S,KINGWOOD,09/11/20,https://www.humbleisd.net/Page/125027,3 students tested positive for COVID since 8/11/20. Dashboard cases current as of 9/11/20,3,,,,,,,,,,,
TEXAS,HUMBLE ISD,MAPLEBROOK EL,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125029,Dashboard cases current as of 9/11/20.,,1,,,,,,,,,,
TEXAS,HUMBLE ISD,NORTH BELT EL,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125029,Dashboard cases current as of 9/11/20.,3,1,,,,,,,,,,
TEXAS,HUMBLE ISD,OAK FOREST EL,HUMBLE,09/11/20,https://www.humbleisd.net/Page/125029,Dashboard cases current as of 9/11/20.,,1,,,,,,,,,,
TEXAS,HUMBLE ISD,SUMMER CREEK H S,HOUSTON,08/14/20,https://www.chron.com/neighborhood/humble/schools/article/13-athletes-test-positive-for-coronavirus-across-15485717.php,1 student tested positive for COVID-19 after summer workouts (Between June 18 and August 13.),1,,,,,,,,,,,
